Date,Cryptomonnaie,PrixOuverture,PrixCloture,Volume
2023-08-24,Ethereum,48294.52,37325.93,5049.76
2023-08-24,Ripple,31376.2,18007.55,4522.59
2023-08-24,Litecoin,50556.84,7769.63,6685.19
2023-08-25,Bitcoin,11053.67,27598.02,2085.67
2023-08-25,Ethereum,17012.47,52206.1,5884.64
2023-08-25,Ripple,10963.05,59120.83,1728.36
2023-08-25,Litecoin,5405.92,43568.69,9517.49
2023-08-26,Bitcoin,8605.17,43382.61,4399.91
2023-08-26,Ethereum,13044.42,58313.7,3196.01
2023-08-26,Ripple,11711.31,20722.34,4384.44
2023-08-26,Litecoin,28937.11,29348.71,2028.72
2023-08-27,Bitcoin,31626.8,49512.84,9111.83
2023-08-27,Ethereum,52692.5,13820.1,5026.02
2023-08-27,Ripple,5716.72,17344.23,6277.7
2023-08-27,Litecoin,22592.34,57136.47,7133.88
2023-08-28,Bitcoin,5787.3,57118.32,2407.16
2023-08-28,Ethereum,20769.65,50873.2,9268.74
2023-08-28,Ripple,49939.43,55204.76,7777.21
2023-08-28,Litecoin,5737.97,10927.55,2609.72
2023-08-29,Bitcoin,17462.28,23532.5,6381.46
2023-08-29,Ethereum,6177.4,15434.85,7482.01
2023-08-29,Ripple,49348.86,52255.04,1183.56
2023-08-29,Litecoin,54194.34,5557.5,9142.72
2023-08-30,Bitcoin,50551.83,43426.62,4406.74
2023-08-30,Ethereum,40856.83,43447.62,7477.89
2023-08-30,Ripple,47215.76,27263.88,7354.67
2023-08-30,Litecoin,59384.36,39313.58,7470.36
2023-08-31,Bitcoin,13018.13,5346.17,9279.47
2023-08-31,Ethereum,18033.99,14626.85,6984.41
2023-08-31,Ripple,46093.28,28262.68,2265.86
2023-08-31,Litecoin,52585.1,46563.29,9161.01
2023-09-01,Bitcoin,9466.12,9271.39,2670.41
2023-09-01,Ethereum,12100.45,26904.88,3524.5
2023-09-01,Ripple,25908.7,32158.28,5074.99
2023-09-01,Litecoin,19290.94,43067.95,1479.13
2023-09-02,Bitcoin,53315.89,27515.43,6002.78
2023-09-02,Ethereum,53155.74,45560.53,3589.65
2023-09-02,Ripple,37824.67,25286.75,8507.96
2023-09-02,Litecoin,13942.66,22621.69,1618.54
2023-09-03,Bitcoin,31149.87,23548.51,6866.13
2023-09-03,Ethereum,52376.9,8838.43,2901.22
2023-09-03,Ripple,47611.56,31638.28,3962.22
2023-09-03,Litecoin,20391.95,49424.49,6228.57
2023-09-04,Bitcoin,49926.16,13494.81,4653.18
2023-09-04,Ethereum,45099.69,10722.87,8150.2
2023-09-04,Ripple,21188.27,10407.75,8435.99
2023-09-04,Litecoin,42095.38,55214.9,7076.54
2023-09-05,Bitcoin,57465.6,53987.37,6803.21
2023-09-05,Ethereum,16374.01,18726.3,8210.16
2023-09-05,Ripple,25339.48,47349.39,2501.59
2023-09-05,Litecoin,25983.71,29005.52,5876.98
2023-09-06,Bitcoin,19439.82,49648.88,4780.47
2023-09-06,Ethereum,43487.9,35179.03,4682.23
2023-09-06,Ripple,41831.29,18580.01,1662.38
2023-09-06,Litecoin,37997.52,34425.27,6857.45
2023-09-07,Bitcoin,54068.9,51480.64,4464.36
2023-09-07,Ethereum,8635.72,38841.52,7107.17
2023-09-07,Ripple,21784.9,36713.74,8639.02
2023-09-07,Litecoin,58030.01,25423.5,1208.76
