Date,Cryptomonnaie,PrixOuverture,PrixCloture,Volume
2023-04-30,Bitcoin,28513.7,34979.56,7489.62
2023-04-30,Ethereum,22090.76,27042.24,1632.98
2023-04-30,Ripple,21303.06,49175.14,5694.76
2023-04-30,Litecoin,22105.03,58371.07,9356.26
2023-05-01,Bitcoin,31191.3,8452.99,7143.49
2023-05-01,Ethereum,25044.01,24275.03,9290.19
2023-05-01,Ripple,16935.95,17082.47,1442.39
2023-05-01,Litecoin,28138.78,26113.48,8188.43
2023-05-02,Bitcoin,7364.38,39390.14,7488.49
2023-05-02,Ethereum,22959.17,23969.92,6757.29
2023-05-02,Ripple,8871.82,20228.09,9029.93
2023-05-02,Litecoin,35919.97,53598.77,1337.19
2023-05-03,Bitcoin,58070.2,19968.28,8761.54
2023-05-03,Ethereum,32355.32,48766.55,4771.12
2023-05-03,Ripple,27854.51,57217.0,2505.98
2023-05-03,Litecoin,39412.41,26538.12,7818.33
2023-05-04,Bitcoin,54825.68,30377.1,5456.3
2023-05-04,Ethereum,5454.89,36221.47,3127.84
2023-05-04,Ripple,25345.72,48113.04,8644.7
2023-05-04,Litecoin,59553.61,52383.33,3794.42
2023-05-05,Bitcoin,36569.87,14689.24,3577.54
2023-05-05,Ethereum,6712.05,35034.56,2937.79
2023-05-05,Ripple,17596.35,42780.1,2032.41
2023-05-05,Litecoin,37328.38,41516.21,5635.69
